,text,setiment
438,"['i', 'want', 'arm', 'synagogues', 'churches', 'schools', 'i', 'want', 'live', 'society', 'nazism', 'white', 'supremacy', 'crawls', 'back', 'hole', 'universal', 'background', 'checks']",negative
439,"['i', 'want', 'president', 'feels', 'terrible', 'americans', 'die']",negative
440,"['i', 'think', 'may', 'account', 'distinct', 'possibility', 'people', 'sounded', 'apocalyptic', 'trump', 'hysterical', 'right']",neutral
441,"['for', 'media', 'need', 'step', 'describe', 'happening', 'country', 'using', 'words', 'authoritarian', 'unlawful', 'autocratic', 'illegal', 'it', 'dramatic', 'trivial', 'risky', 'this', 'show']",negative
442,"['t', 'h', 'e', 'a', 'c', 't', 'you', 'a', 'l', 'm', 'a', 't', 'h', 'h', 'just', 'clear', 'congress', 'could', 'send', 'american', 'e', 'v', 'e', 'r', 'y', 'm', 'o', 'n', 't', 'h', 'you', 'n', 't', 'i', 'l', 'a', 'y', 'less', 'cost', 'two', 'early', 'congressional', 'corporate', 'covid', 'handouts', 'this', 'wanting', 'unseat', 'trump', 'sanderses', 'view', 'i', 'wanted', 'help', 'save', 'people', 'lives', 'continue', 'serve', 'people', 'says', 'nasrin', 'ahmadi', 'polio', 'worker', 'volunteer', 'covid', 'response', 'balkh', 'province', 'afghanistan']",negative
443,"['r', 'e', 's', 'i', 'g', 'n', 'today', 'learned', 'house', 'speaker', 'mike', 'turzai', 'known', 'republican', 'members', 'either', 'tested', 'positive', 'quarantined', 'withheld', 'information', 'democrats', 'including', 'us', 'serve', 'committees', 'members']",negative
444,"['hey', 'i', 'board', 'one', 'flights', 'i', 's', 'you', 'r', 'e', 'h', 'o', 'p', 'e', 'given', 'flight', 'attendant', 'raise', 'day', 'they', 'earned', 'got', 'ton', 'people', 'watching', 'see', 'right', 'thing', 'reward', 'wrong', 'behavior', 'rich', 'entitled', 'white', 'guy']",neutral
445,"['o', 'f', 'f', 'i', 'c', 'i', 'a', 'l', 'e', 'l', 'c', 'o', 'm', 'e', 'mike', 'pence', 'v', 'p', 'let', 'first', 'officially', 'welcome', 'city', 'brotherly', 'love', 'district', 'we', 'city', 'soaring', 'diversity', 'we', 'believe', 'power', 'people', 'black', 'brown', 'queer', 'trans', 'atheist', 'immigrant', 'so', 'look', 'closely', 'pay', 'attention', 'please']",positive
446,"['b', 'r', 'e', 'a', 'n', 'g', 'a', 'republican', 'member', 'pennsylvania', 'house', 'representatives', 'tested', 'positive', 'covid', 'v', 'i', 'd', 'every', 'single', 'one', 'us', 'session', 'tested', 'half', 'republicans', 'floor', 'refuse', 'wear', 'masks']",negative
447,"['today', 'i', 'joined', 'colleagues', 'introducing', 'walk', 'without', 'worry', 'amendment', 'act', 'it', 'tragic', 'month', 'roads', 'following', 'tragic', 'years', 'stalled', 'progress', 'road', 'zero', 'we', 'need', 'ambitious', 'improve', 'toolkit', 'standards', 'safety', 'standards']",negative
448,"['i', 'introducing', 'legislation', 'ban', 'use', 'tear', 'gas', 'district', 'police', 'it', 'unacceptable', 'use', 'tear', 'gas', 'chemical', 'weapon', 'banned', 'international', 'warfare', 'residents', 'full', 'release', 'promo']",negative
449,"['as', 'c', 'm', 'parent', 'kids', 'i', 'flabbergasted', 'angry', 'why', 'would', 'give', 'vaccines', 'come', 'far', 'why', 'protecting', 'workers', 'industries', 'what', 'introspectively', 'observed', 'certain', 'collateral', 'products', 'histories']",negative
450,"['we', 'calling', 'resolution', 'condemns', 'chairman', 'adam', 'schiff', 'way', 'abused', 'power', 'mislead', 'american', 'people', 'read', 'complete', 'censure', 'resolution']",neutral
451,"['i', 'hope', 'every', 'american', 'take', 'time', 'listen', 'speech', 'leader', 'mc', 'carroll', 'gets', 'heart', 'wrong', 'congress', 'z', 'e', 'r', 'o', 's', 'act']",positive
452,"['outre', 'e', 'mais', 'habitu', 'e', 'entendre', 'ses', 'inepties', 'du', 'bit', 'es', 'souvent', 'en', 'tenue', 'de', 'cirque', 's', 'n', 'galaise', 'tr', 'sien', 'n', 'e', 'yantobtenu', 'laughing', 'lot', 'nationalit', 'fran', 'aise', 'il', 'ya', 'an', 'visiblement', 'avec', 'de', 'grandes', 'lacunes', 'sur', 'laughing', 'lost', 'culture', 'fran', 'aise', 'indigne', 'de', 'cette']",neutral
453,"['le', 'black', 'friday', 'a', 'sent', 'laughing', 'lot', 'bonne', 'affaireais', 'long', 'terme', 'du', 'est', 'une', 'arnaque', 'pour', 'laughing', 'lot', 'plante', 'et', 'pour', 'votre', 'porte', 'monnaie']",neutral
454,"['tr', 's', 'honor', 'e', 'd', 'avoir', 'pu', 'faire', 'avancer', 'laughing', 'lot', 'transition', 'cologique', 'en', 'france', 'en', 'portant', 'laughing', 'alot', 'loi', 'anti', 'gaspillage', 'qui', 'a', 'transform', 'le', 'secteur', 'des', 'd', 'chets', 'allant', 'le', 'encontre', 'du', 'sant', 'anse', 'puissant', 'qui', 'a', 'reform', 'un', 'secteur', 'qui', 'la', 'havait', 'du', 'tauner']",neutral
455,"['i', 'voting', 'nancy', 'pelosi', 'speaker', 'it', 'time', 'new', 'leadership', 'congress']",negative
456,"['thank', 'president', 'donald', 'trump', 'coming', 'kenosha', 'personally', 'thank', 'men', 'women', 'law', 'enforcement', 'helped', 'restore', 'public', 'safety']",positive
457,"['today', 'house', 'voted', 'twice', 'three', 'times', 'show', 'support', 'people', 'hong', 'kong', 'every', 'day', 'people', 'hong', 'kong', 'standing', 'china', 'communist', 'rule', 'fighting', 'basic', 'human', 'rights', 'we', 'stand', 'hong', 'kong']",positive
458,"['why', 'people', 'never', 'attended', 'college', 'paid', 'way', 'college', 'forced', 'pay', 'others', 'i', 'oppose', 'plan', 'make', 'pay', 'people', 'student', 'loan', 'debt']",negative
459,"['day', 'one', 'glenn', 'youngkin', 'jason', 'miyares', 'v', 'a', 'enforce', 'bill', 's', 'b']",neutral
460,"['the', 'washington', 'commanders', 'stadium', 'deal', 'dead', 'arrival', 'start', 'i', 'voted', 'no', 'back', 'january', 'but', 'rodgers', 'iffy', 'prospect', 'first', 'round']",negative
461,"['retweet', 'if', 'part', 'americans', 'support', 'voter', 'i', 'd', 'laws']",neutral
462,"['we', 'sick', 'tired', 'secretive', 'backroom', 'impeachment', 'sham', 'my', 'republican', 'colleagues', 'i', 'stormed', 'impeachment', 'hearing', 'room', 'finally', 'got', 'however', 'chairman', 'schiff', 'got', 'walked', 'away', 'that', 'cowards', 'get', 'walk', 'away', 'stop', 'schiff', 'show']",negative
463,"['i', 'believe', 'possible', 'police', 'officer', 'killing', 'someone', 'unjustly', 'violent', 'riots']",neutral
464,"['who', 'would', 'love', 'see', 'nancy', 'pelosi', 'lose', 'power']",negative
465,"['as', 'mayor', 'buffalo', 'i', 'would', 'love', 'see', 'blue', 'jays', 'play', 'sahlen', 'field']",positive
466,"['it', 'come', 'attention', 'two', 'assembly', 'colleagues', 'helene', 'weinstein', 'charles', 'barron', 'diagnosed', 'c', 'o', 'v', 'i', 'd', 'it', 'important', 'note', 'members', 'albany', 'since', 'early', 'march', 'separate', 'reasons']",negative
467,"['in', 'light', 'recent', 'y', 'o', 'you', 's', 'supreme', 'court', 'decisions', 'news', 'new', 'york', 'chief', 'judge', 'stepping', 'important', 'ever', 'governor', 'hochul', 'nominates', 'senate', 'confirms', 'progressive', 'chief', 'judge']",neutral
468,"['one', 'since', 'lee', 'zeldin', 'mentioned', 'last', 'night', 'debate', 'i', 'feel', 'need', 'respond', 'he', 'right', 'refer', 'truly', 'shared', 'political', 'social', 'values']",neutral
469,"['ran', 'secretary', 'pete', 'flight', 'syracuse', 'morning']",neutral
470,"['crime', 'breeds', 'poverty', 'lack', 'opportunity', 'we', 'police', 'imprison', 'penalize', 'way', 'safer', 'communities', 'it', 'work', 'combat', 'root', 'causes', 'crime', 'communities', 'symptoms']",negative
471,"['i', 'ecstatic', 'joe', 'biden', 'chosen', 'good', 'friend', 'cousin', ""'s"", 'college', 'roommate', 'kamala', 'harris', 'country', ""'s"", 'next', 'vice', 'president', 'biden', 'harris']",positive
472,"['congratulations', 'president', 'elect', 'joe', 'biden', 'the', 'core', 'humble', 'empathetic', 'collaborative', 'experienced', 'principled', 'courageous', 'exactly', 'country', 'needs', 'election']",positive
473,"['we', 'received', 'audio', 'incredibly', 'brave', 'american', 'kabul', 'she', 'attacked', 'time', 'tried', 'reach', 'airport', 'despite', 'danger', 'she', 'wants', 'us', 'share', 'must', 'guarantee', 'safety', 'americans', 'allies', 'late']",neutral
474,"['we', 'received', 'audio', 'incredibly', 'brave', 'american', 'kabul', 'she', 'attacked', 'time', 'tried', 'reach', 'airport', 'despite', 'danger', 'she', 'wants', 'us', 'share', 'must', 'guarantee', 'safety', 'americans', 'allies', 'late']",neutral
475,"['zelenskyi', ""'s"", 'claim', 'ukrainians', 'righteous', 'gentiles', 'saved', 'jews', 'holocaust', 'sick', 'historical', 'revisionism', 'the', 'ukrainians', 'active', 'enthusiastic', 'nazis', 'ukrainian', 'jewry', 'annihilated', 'poland', 'ukraine', 'neighbors']",negative
476,"['welcome', 'fabulous', 'las', 'vegas', 'b', 't', 's', 'a', 'r', 'm', 'y']",positive
477,"['pray', 'las', 'vegas', 'thank', 'first', 'responders']",positive
478,"['so', 'allowed', 'call', 'president', 'racist', 'allowed', 'one']",negative
479,"['senate', 'republicans', 'blocked', 'bill', 'protect', 'women', 'travel', 'reproductive', 'care', 'help', 'they', 'want', 'allow', 'state', 'legislators', 'reach', 'across', 'state', 'lines', 'punish', 'control', 'women', 'it', 'absolutely', 'outrageous', 'i', 'stop', 'fighting', 'women', ""'s"", 'freedom']",negative
480,"['congratulations', 'selling', 'p', 't', 'd', 'o', 'n', 's', 't', 'a', 'g', 'e', 'e', 's', 'v', 'e', 'g', 'a', 's', 'concert', 'two', 'weeks', 'row', 'allegiant', 'stadium', 'the', 'buitenhof', 'literally', 'outer', 'court', 'located', 'outside', 'binnenhof']",positive
481,"['senate', 'republicans', 'blocked', 'bill', 'protect', 'women', 'travel', 'reproductive', 'care', 'help', 'they', 'want', 'allow', 'state', 'legislators', 'reach', 'across', 'state', 'lines', 'punish', 'control', 'women', 'it', 'absolutely', 'outrageous', 'i', 'stop', 'fighting', 'women', ""'s"", 'freedom']",negative
482,"['congratulations', 'selling', 'p', 't', 'd', 'o', 'n', 's', 't', 'a', 'g', 'e', 'e', 's', 'v', 'e', 'g', 'a', 's', 'concert', 'two', 'weeks', 'row', 'allegiant', 'stadium', 'the', 'buitenhof', 'literally', 'outer', 'court', 'located', 'outside', 'binnenhof']",positive
483,['istanbul'],negative
484,"['my', 'statement', 'house', 'passage', 'historic', 'tax', 'reform']",neutral
485,"['stories', 'home', 'i', 'getting', 'times', 'i', 'past', 'year', 'for', 'crumbs', 'it', 'money', 'get', 'food', 'table', 'i', 'happy', 'i', 'wanted', 'tell', 'everybody', 'whole', 'world', 'tax', 'cuts', 'impact', 'quality', 'fuels']",positive
486,"['this', 'speaker', 'more', 'guts', 'every', 'man', 'room', 'rolled', 'together', 'speaker', 'pelosi']",positive
487,"['they', 'called', 'kansas', 'voters', 'declare', 'abortion', 'stays', 'legal', 'yes']",positive
488,['istanbul'],negative
489,"['my', 'wife', 'taiwan', 'kids', 'half', 'chinese', 'racist', 'assholes', 'like', 'john', 'cornyn', 'donald', 'trump', 'classmates', 'already', 'blaming', 'virus', 'asking', 'eat', 'bats', 'my', 'year', 'old', 'son', 'axel']",negative
490,"['d', 'n', 'c', 'already', 'announced', 'allow', 'debates', 'primary', 'biden', 'challenged', 'everyone', 'democratic', 'side', 'must', 'shut', 'fall', 'line', 'not', 'debates', 'undemocratic', 'ridiculous', 'no', 'progressive', 'agree', 'kind', 'power', 'grab']",negative
491,"['just', 'years', 'ago', 'today', 'i', 'met', 'lauren', 'baker', 'exactly', 'years', 'ago', 'today', 'i', 'lucky', 'enough', 'marry', 'everyone', 'i', 'mean', 'everyone', 'says', 'i', 'married', 'i', 'agree', 'laughter', 'love', 'kindness', 'comes', 'time', 'spent', 'lauren', 'beyond', 'compare']",positive
492,"['unbelievable', 'boston', 'marathon', 'boston', 'strong']",positive
493,"['president', 's', 'trump', 'white', 'house', 'statement', 'tonight', 'voter', 'fraud', 'p', 'a', 'simply', 'reprehensible', 'truth', 'suppressed', 'vote', 'discouraging', 'mail', 'voting', 'self', 'inflicted', 'damage', 'political', 'malpractice', 'election', 'results']",negative
494,"['charlie', 'dent', 'i', 'am', 'voting', 'joe', 'biden', 'opinion', 'c', 'n', 'n']",neutral
495,"['p', 'o', 't', 'you', 's', 'must', 'stop', 'moral', 'equivalency', 'a', 'g', 'a', 'i', 'n', 'white', 'supremacists', 'blame', 'violence', 'charlottesville']",negative
496,"['trump', 'america', 'uncanceled', 'tour', 'seeks', 'cancel', 'karl', 'rove', 'incoherence', 'trump', 'just', 'another', 'friday']",negative
497,"['thank', 'capitol', 'police', 'officer', 'david', 'bailey', 'courage', 'selflessness', 'example', 'set', 'congressional', 'baseball', 'game']",positive
498,"['as', 'i', 'publicly', 'stated', 'several', 'occasions', 'mistake', 'release', 'memo', 'members', 'congress', 'staff', 'risk', 'divulging', 'sensitive', 'sources', 'methods', 'intelligence', 'partisan', 'gain', 'this', 'sets', 'dangerous', 'precedent', 'may', 'far', 'reaching', 'implications']",negative
499,"['the', 'president', 'must', 'stop', 'personal', 'attacks', 'petty', 'tweets', 'we', 'real', 'work', 'america', 'deserves', 'better']",negative
500,"['as', 'member', 'general', 'investigating', 'committee', 'i', 'carefully', 'examined', 'facts', 'following', 'months', 'long', 'investigation', 'determined', 'articles', 'impeachment', 'regarding', 'ken', 'paxton', ""'s"", 'misconduct', 'fully', 'merit', 'advancing', 'matter', 'trial', 'texas', 'senate']",neutral
501,"['today', 'i', 'privileged', 'meet', 'families', 'uvalde', 'office', 'capitol', 'i', 'want', 'thank', 'time', 'my', 'heart', 'heavy', 'experienced']",positive
502,"['abolish', 'filibuster']",neutral
503,"['congrats', 'friend', 'show', 'incredible', 'accomplishment', 'greta']",positive
504,"['i', 'got', 'tell', 'truth', 'even', 'new', 'jersey', 'called', 'rude', 'c', 'n', 'b', 'c', 'g', 'o', 'p', 'debate', 'telling', 'it', 'like', 'it', 'is']",negative
505,"['we', 'came', 'say', 'speaking', 'mind', 'matters', 'n', 'l', 'jerry', 'l', 'patterson']",neutral
506,"['i', 'hard', 'time', 'understanding', 'anyone', 'could', 'watch', 'seen', 'last', 'two', 'days', 'vote', 'convict', 'president', 'trump']",negative
507,"['i', 'hearing', 'donald', 'trump', 'rudy', 'giuliani', 'claiming', 'collusion', 'crime', 'well', 'i', 'took', 'liberty', 'reading', 'script', 'series', 'pilot']",neutral
508,"['i', 'hard', 'time', 'understanding', 'anyone', 'could', 'watch', 'seen', 'last', 'two', 'days', 'vote', 'convict', 'president', 'trump']",negative
509,"['i', 'hearing', 'donald', 'trump', 'rudy', 'giuliani', 'claiming', 'collusion', 'crime', 'well', 'i', 'took', 'liberty', 'reading', 'script', 'series', 'pilot']",neutral
510,"['the', 'truth']",neutral
511,"['each', 'year', 'give', 'foreign', 'nations', 'billion', 'aid', 'find', 'billion', 'border', 'wall', 'pathetic']",negative
512,"['it', 'worth', 'asking', 'spend', 'billion', 'year', 'military', 'get', 'troops', 'helicopters', 'puerto', 'rico']",negative
513,"['we', 'said', 'yes', 'anna', 'levine', 'she', 'marched', 'washington', 'got', 'law', 'degree', 'beat', 'cancer', 'twice']",positive
514,"['my', 'guest', 's', 'o', 't', 'you', 'tavion', 'dignard', 'transgender', 'navy', 'veteran', 'the', 'trump', 'administration', 'transgender', 'service', 'ban', 'makes', 'america', 'less', 'safe', 'politicizes', 'military', 'zones', 'all', 'people', 'aboard', 'ukraine', 'international', 'airlines', 'plane', 'died']",positive
515,"['as', 'someone', 'run', 'small', 'business', 'i', 'could', 'imagine', 'receiving', 'paycheck', 'employees', 'working', 'without', 'pay', 'my', 'first', 'official', 'act', 'member', 'congress', 'reject', 'paycheck', 'congress', 'job', 'government', 'reopening']",negative
516,"['we', 'said', 'yes', 'anna', 'levine', 'she', 'marched', 'washington', 'got', 'law', 'degree', 'beat', 'cancer', 'twice']",positive
517,"['my', 'guest', 's', 'o', 't', 'you', 'tavion', 'dignard', 'transgender', 'navy', 'veteran', 'the', 'trump', 'administration', 'transgender', 'service', 'ban', 'makes', 'america', 'less', 'safe', 'politicizes', 'military', 'zones', 'all', 'people', 'aboard', 'ukraine', 'international', 'airlines', 'plane', 'died']",positive
518,"['as', 'someone', 'run', 'small', 'business', 'i', 'could', 'imagine', 'receiving', 'paycheck', 'employees', 'working', 'without', 'pay', 'my', 'first', 'official', 'act', 'member', 'congress', 'reject', 'paycheck', 'congress', 'job', 'government', 'reopening']",negative
519,['istanbul'],negative
520,['istanbul'],negative
521,"['tonight', 'i', 'voted', 'n', 'o', 'additional', 'c', 'o', 'v', 'i', 'd', 'relief', 'trillion', 'debt', 'scare', 'us', 'i', 'simply', 'support', 'bill', 'crafted', 'without', 'offsets', 'mechanisms', 'address', 'nation', 'spending', 'problem']",negative
522,"['b', 'r', 'e', 'a', 'k', 'i', 'n', 'n', 'e', 'w', 's', 'the', 'whistleblower', 'complaint', 'declassified', 'i', 'encourage', 'read']",positive
523,"['this', 'morning', 'i', 'welcoming', 'v', 'p', 'granite', 'state', 'file', 'donald', 'trump', 'person', 'new', 'hampshire', 'way', 'first', 'nation', 'presidential', 'primary']",positive
524,"['fantastic', 'scottfor', 'florida', 'lindsey', 'graham', 's', 'c', 'granite', 'state', 'today', 'spreading', 'g', 'o', 'p', 'donald', 'trump', 'record', 'success', 'directly', 'voters', 'f', 'i', 't', 'n']",positive
525,"['wow', 'watching', 'lee', 'parnas', 'interview', 'all', 'i', 'say', 'republican', 'senators', 'refuse', 'support', 'calling', 'fact', 'witnesses', 'relevant', 'documents', 'resign', 'dereliction', 'duty', 'constitution']",negative
